Id,IsDeleted,MasterRecordId,AccountId,LastName,FirstName,Salutation,Name,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,OtherAddress,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,MailingAddress,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastCURequestDate,LastCUUpdateDate,LastViewedDate,LastReferencedDate,EmailBouncedReason,EmailBouncedDate,IsEmailBounced,PhotoUrl,Jigsaw,JigsawContactId,CleanStatus,IndividualId,Username__c
0030U00000oJwAlQAK,,,0010U00000zqsIWQAY,Dunham,Jule,,Jule Dunham,10105 Propps St NE,Albuquerque,NM,87112,USA,,,,"{""city"":""Albuquerque"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""87112"",""state"":""NM"",""street"":""10105 Propps St NE""}",10105 Propps St NE,Albuquerque,NM,87112,USA,,,,"{""city"":""Albuquerque"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""87112"",""state"":""NM"",""street"":""10105 Propps St NE""}",(555) 793-3002,,(555) 280-7911,(555) 577-2077,,,,jule.dunham@example.com,,,,Phone Inquiry,1974-02-14,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwAlQAK,,,Pending,,
0030U00000oJwAmQAK,,,0010U00000zqsIXQAY,Fraccola,Venita,,Venita Fraccola,929 108th Ave NE,Bellevue,WA,98004,USA,,,,"{""city"":""Bellevue"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""98004"",""state"":""WA"",""street"":""929 108th Ave NE""}",929 108th Ave NE,Bellevue,WA,98004,USA,,,,"{""city"":""Bellevue"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""98004"",""state"":""WA"",""street"":""929 108th Ave NE""}",(555) 759-1183,,(555) 778-5028,(555) 721-8851,,,,venita.fraccola@example.com,,,,Web,2001-09-27,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwAmQAK,,,Pending,,
0030U00000oJwAnQAK,,,0010U00000zqsIYQAY,Powelson,Isela,,Isela Powelson,23 Browns Lake Road,Helmville,MT,59843,USA,,,,"{""city"":""Helmville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""59843"",""state"":""MT"",""street"":""23 Browns Lake Road""}",23 Browns Lake Road,Helmville,MT,59843,USA,,,,"{""city"":""Helmville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""59843"",""state"":""MT"",""street"":""23 Browns Lake Road""}",(555) 936-5939,,(555) 399-3401,(555) 482-3987,,,,isela.powelson@example.com,,,,Phone Inquiry,1985-06-21,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwAnQAK,,,Pending,,
0030U00000oJwAoQAK,,,0010U00000zqsIZQAY,Faulconer,Emilie,,Emilie Faulconer,307 Bentley Manor,Shavano Park,TX,78249,USA,,,,"{""city"":""Shavano Park"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78249"",""state"":""TX"",""street"":""307 Bentley Manor""}",307 Bentley Manor,Shavano Park,TX,78249,USA,,,,"{""city"":""Shavano Park"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78249"",""state"":""TX"",""street"":""307 Bentley Manor""}",(555) 775-3727,,(555) 878-6521,(555) 704-9083,,,,emilie.faulconer@example.com,,,,Phone Inquiry,1969-01-10,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwAoQAK,,,Pending,,
0030U00000oJwApQAK,,,0010U00000zqsIaQAI,Rieder,Bunny,,Bunny Rieder,2550 Wasser Terrace,Herndon,VA,20171,USA,,,,"{""city"":""Herndon"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""20171"",""state"":""VA"",""street"":""2550 Wasser Terrace""}",2550 Wasser Terrace,Herndon,VA,20171,USA,,,,"{""city"":""Herndon"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""20171"",""state"":""VA"",""street"":""2550 Wasser Terrace""}",(555) 915-1662,,(555) 480-9124,(555) 547-7568,,,,bunny.rieder@example.com,,,,Partner Referral,1979-08-14,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwApQAK,,,Pending,,
0030U00000oJwAqQAK,,,0010U00000zqsIbQAI,Bisso,Rosetta,,Rosetta Bisso,174 Unnamed Road,Youngstown,FL,32466,USA,,,,"{""city"":""Youngstown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""32466"",""state"":""FL"",""street"":""174 Unnamed Road""}",174 Unnamed Road,Youngstown,FL,32466,USA,,,,"{""city"":""Youngstown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""32466"",""state"":""FL"",""street"":""174 Unnamed Road""}",(555) 221-4535,,(555) 959-6850,(555) 707-6556,,,,rosetta.bisso@example.com,,,,Other,1949-01-30,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwAqQAK,,,Pending,,
0030U00000oJwArQAK,,,0010U00000zqsIcQAI,Abusufait,Yukiko,,Yukiko Abusufait,7926 Droege Road,Decatur,IN,46733,USA,,,,"{""city"":""Decatur"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""46733"",""state"":""IN"",""street"":""7926 Droege Road""}",7926 Droege Road,Decatur,IN,46733,USA,,,,"{""city"":""Decatur"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""46733"",""state"":""IN"",""street"":""7926 Droege Road""}",(555) 619-5126,,(555) 946-8505,(555) 385-5058,,,,yukiko.abusufait@example.com,,,,Phone Inquiry,1952-10-25,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwArQAK,,,Pending,,
0030U00000oJwAsQAK,,,0010U00000zqsIdQAI,Leek,Emmitt,,Emmitt Leek,23 Browns Lake Road,Helmville,MT,59843,USA,,,,"{""city"":""Helmville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""59843"",""state"":""MT"",""street"":""23 Browns Lake Road""}",23 Browns Lake Road,Helmville,MT,59843,USA,,,,"{""city"":""Helmville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""59843"",""state"":""MT"",""street"":""23 Browns Lake Road""}",(555) 942-9818,,(555) 585-4881,(555) 740-3461,,,,emmitt.leek@example.com,,,,Other,1959-10-15,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwAsQAK,,,Pending,,
0030U00000oJwAtQAK,,,0010U00000zqsIeQAI,Maloy,Boris,,Boris Maloy,22655 Fairfield Rd,St Augusta,MN,56301,USA,,,,"{""city"":""St Augusta"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""56301"",""state"":""MN"",""street"":""22655 Fairfield Rd""}",22655 Fairfield Rd,St Augusta,MN,56301,USA,,,,"{""city"":""St Augusta"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""56301"",""state"":""MN"",""street"":""22655 Fairfield Rd""}",(555) 333-9112,,(555) 356-1884,(555) 780-3422,,,,boris.maloy@example.com,,,,Partner Referral,1986-07-09,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwAtQAK,,,Pending,,
0030U00000oJwAuQAK,,,0010U00000zqsIfQAI,Collister,Denisha,,Denisha Collister,174 Unnamed Road,Youngstown,FL,32466,USA,,,,"{""city"":""Youngstown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""32466"",""state"":""FL"",""street"":""174 Unnamed Road""}",174 Unnamed Road,Youngstown,FL,32466,USA,,,,"{""city"":""Youngstown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""32466"",""state"":""FL"",""street"":""174 Unnamed Road""}",(555) 473-9301,,(555) 541-7724,(555) 920-8819,,,,denisha.collister@example.com,,,,Web,1957-03-08,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwAuQAK,,,Pending,,
0030U00000oJwAvQAK,,,0010U00000zqsIgQAI,Bulwinkle,Rozanne,,Rozanne Bulwinkle,300 Spectrum Center Drive,Irvine,CA,92618,USA,,,,"{""city"":""Irvine"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""92618"",""state"":""CA"",""street"":""300 Spectrum Center Drive""}",300 Spectrum Center Drive,Irvine,CA,92618,USA,,,,"{""city"":""Irvine"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""92618"",""state"":""CA"",""street"":""300 Spectrum Center Drive""}",(555) 835-7879,,(555) 552-1445,(555) 829-6864,,,,rozanne.bulwinkle@example.com,,,,Web,2003-01-15,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwAvQAK,,,Pending,,
0030U00000oJwAwQAK,,,0010U00000zqsIhQAI,Richey,Shandi,,Shandi Richey,6 Morningview Cir,Lake Oswego,OR,97035,USA,,,,"{""city"":""Lake Oswego"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97035"",""state"":""OR"",""street"":""6 Morningview Cir""}",6 Morningview Cir,Lake Oswego,OR,97035,USA,,,,"{""city"":""Lake Oswego"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97035"",""state"":""OR"",""street"":""6 Morningview Cir""}",(555) 160-6874,,(555) 500-6135,(555) 392-7046,,,,shandi.richey@example.com,,,,Web,1989-06-10,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwAwQAK,,,Pending,,
0030U00000oJwAxQAK,,,0010U00000zqsIiQAI,Roessner,Mitch,,Mitch Roessner,1095 Avenue of the Americas,New York,NY,10036,USA,,,,"{""city"":""New York"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10036"",""state"":""NY"",""street"":""1095 Avenue of the Americas""}",1095 Avenue of the Americas,New York,NY,10036,USA,,,,"{""city"":""New York"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10036"",""state"":""NY"",""street"":""1095 Avenue of the Americas""}",(555) 960-7829,,(555) 207-8134,(555) 946-7839,,,,mitch.roessner@example.com,,,,Web,1968-10-05,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwAxQAK,,,Pending,,
0030U00000oJwAyQAK,,,0010U00000zqsIjQAI,Moehr,Leda,,Leda Moehr,10 Bay Street,Toronto,ON,M5J 2R8,Canada,,,,"{""city"":""Toronto"",""country"":""Canada"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""M5J 2R8"",""state"":""ON"",""street"":""10 Bay Street""}",10 Bay Street,Toronto,ON,M5J 2R8,Canada,,,,"{""city"":""Toronto"",""country"":""Canada"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""M5J 2R8"",""state"":""ON"",""street"":""10 Bay Street""}",(555) 166-8894,,(555) 364-4497,(555) 918-3763,,,,leda.moehr@example.com,,,,Partner Referral,1955-02-03,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwAyQAK,,,Pending,,
0030U00000oJwAzQAK,,,0010U00000zqsIkQAI,Sajous,Benito,,Benito Sajous,1012 Grand River Dr NE,Ada,MI,49301,USA,,,,"{""city"":""Ada"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""49301"",""state"":""MI"",""street"":""1012 Grand River Dr NE""}",1012 Grand River Dr NE,Ada,MI,49301,USA,,,,"{""city"":""Ada"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""49301"",""state"":""MI"",""street"":""1012 Grand River Dr NE""}",(555) 755-5088,,(555) 576-8850,(555) 633-7591,,,,benito.sajous@example.com,,,,Phone Inquiry,1960-12-25,,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,0050U000002fKJPQA2,2020-03-12T23:06:09.000+0000,,,,2020-03-12T23:06:09.000+0000,2020-03-12T23:06:09.000+0000,,,,/services/images/photo/0030U00000oJwAzQAK,,,Pending,,
